left_img,right_img,gt_disp
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967821100638720.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967821100638232.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967821100638720.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967828093636464.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967828093636464.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967837883838952.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967837883839784.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967837883838952.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967817104638320.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967817104638016.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967817104638320.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967822898839280.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967822898838480.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967822898839280.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967827694037176.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967827694037176.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967826695038936.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967826695036120.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967826695038936.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967834487239192.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967834487239192.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967824497240800.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967824497240800.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967823498240080.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967823498240080.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967815306438400.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967815306438360.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967815306438400.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967836085638184.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967836085639544.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967836085638184.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967831090638224.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967831090638576.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967831090638224.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967829292439712.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967829292439560.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967829292439712.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967816305438480.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967816305438896.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967816305438480.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967838283438400.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967838283439704.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967838283438400.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967821300438800.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967821300438552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967821300438800.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967834687038872.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834687037712.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967834687038872.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967839282438736.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967839282438248.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967839282438736.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967815706038400.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967815706038680.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967815706038400.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967833688039280.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967833688038080.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967833688039280.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967836285438504.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967836285439384.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967836285438504.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967834287439512.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834287437392.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967834287439512.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967833288439200.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967833288438960.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967833288439200.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967836685039144.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967836685039064.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967836685039144.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967830091640064.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967830091640064.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967816705038400.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967816705038496.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967816705038400.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967823298439840.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967823298437440.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967823298439840.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967815506238400.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967815506238440.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967815506238400.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967817504238320.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967817504237696.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967817504238320.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967817704038352.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967817704037520.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967817704038352.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967826495239336.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967826495236800.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967826495239336.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967837284439832.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967837284439224.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967837284439832.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967820301439232.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967820301438304.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967820301439232.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967830291439664.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967830291438008.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967830291439664.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967837484239592.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967837484239384.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967837484239592.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967841080638800.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967841080639896.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967841080638800.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967821700038880.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967821700039432.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967821700038880.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967819502241152.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967819502240224.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967819502241152.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967818503240264.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967818503240264.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967828693037952.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967828693037952.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967833887839360.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967833887837760.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967833887839360.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967829092639152.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967829092639152.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967823698040240.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967823698040240.png
/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect/stereo_front_left_rect_315967829492240272.jpg,/home4/datasets/jack/Argoverse/rectified_stereo_images_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_right_rect/stereo_front_right_rect_315967834487237552.jpg,/home4/datasets/jack/Argoverse/disparity_maps_v1.1/train/53037376-5303-5303-5303-553038557184/stereo_front_left_rect_disparity/disparity_315967829492240272.png
